,new_vehicle_price_dollars
2050_Rivian, 57039.52838047863042447715997695922851562500
2051_Rivian, 56749.78618423714942764490842819213867187500
2052_Rivian, 56465.05140321459475671872496604919433593750
2053_Rivian, 56185.17256064954563044011592864990234375000
2054_Rivian, 55910.00844215611141407862305641174316406250
2055_Rivian, 55639.42684142512734979391098022460937500000
2023_Stellantis, 52436.32136596464260946959257125854492187500
2024_Stellantis, 52158.01203374382021138444542884826660156250
2025_Stellantis, 52238.64771738369745435193181037902832031250
2026_Stellantis, 52668.14014950658020097762346267700195312500
2027_Stellantis, 53123.65107563865603879094123840332031250000
2028_Stellantis, 52939.80191737716813804581761360168457031250
2029_Stellantis, 53224.52663459080940810963511466979980468750
2030_Stellantis, 52623.26830617933592293411493301391601562500
2031_Stellantis, 52378.42194261390977771952748298645019531250
2032_Stellantis, 52441.50960699764982564374804496765136718750
2033_Stellantis, 52354.53099222436867421492934226989746093750
2034_Stellantis, 52298.38290967464854475110769271850585937500
2035_Stellantis, 52253.57903984974836930632591247558593750000
2036_Stellantis, 52190.89529003729694522917270660400390625000
2037_Stellantis, 52145.46884477261482970789074897766113281250
2038_Stellantis, 52141.74780674546491354703903198242187500000
2039_Stellantis, 52175.73173777185002109035849571228027343750
2040_Stellantis, 52073.70354958259849809110164642333984375000
2041_Stellantis, 51971.96279420230712275952100753784179687500
2042_Stellantis, 51910.81143292835622560232877731323242187500
2043_Stellantis, 51836.44340894093329552561044692993164062500
2044_Stellantis, 51764.87669444833591114729642868041992187500
2045_Stellantis, 51826.64050300695089390501379966735839843750
2046_Stellantis, 51798.25576359123078873381018638610839843750
2047_Stellantis, 51775.20634637002513045445084571838378906250
2048_Stellantis, 51772.78408967405994189903140068054199218750
2049_Stellantis, 51696.32198492791212629526853561401367187500
2050_Stellantis, 51635.02067582755989860743284225463867187500
2051_Stellantis, 51629.41970479131850879639387130737304687500
2052_Stellantis, 51547.56442240780597785487771034240722656250
2053_Stellantis, 51530.86130507558846147730946540832519531250
2054_Stellantis, 51498.86261467180156614631414413452148437500
2055_Stellantis, 51451.72192387132236035540699958801269531250
2023_Subaru, 35830.74699264445371227338910102844238281250
2024_Subaru, 37123.38838866131845861673355102539062500000
2025_Subaru, 36556.12794248676800634711980819702148437500
2026_Subaru, 36904.24948890108498744666576385498046875000
2027_Subaru, 37391.15768577575363451614975929260253906250
2028_Subaru, 36849.36847014507657149806618690490722656250
2029_Subaru, 37077.86840305639634607359766960144042968750
2030_Subaru, 37103.94892590525705600157380104064941406250
2031_Subaru, 36863.82661088222812395542860031127929687500
2032_Subaru, 37054.80420754336955724284052848815917968750
2033_Subaru, 36940.51275667913432698696851730346679687500
2034_Subaru, 36928.82143142811401048675179481506347656250
2035_Subaru, 36888.00285783358413027599453926086425781250
2036_Subaru, 36885.98430923226260347291827201843261718750
2037_Subaru, 36834.81356056645017815753817558288574218750
2038_Subaru, 36882.41708549542090622708201408386230468750
2039_Subaru, 36929.46569564531819196417927742004394531250
2040_Subaru, 36783.84510734919604146853089332580566406250
2041_Subaru, 36745.72329136553889838978648185729980468750
2042_Subaru, 36764.19681827355088898912072181701660156250
2043_Subaru, 36698.08861582577810622751712799072265625000
2044_Subaru, 36635.57532951057510217651724815368652343750
2045_Subaru, 36604.54781878822541330009698867797851562500
2046_Subaru, 36652.58430261081230128183960914611816406250
2047_Subaru, 36667.87930259099812246859073638916015625000
2048_Subaru, 36636.64386878647201228886842727661132812500
2049_Subaru, 36581.68238485233450774103403091430664062500
2050_Subaru, 36548.09546133215189911425113677978515625000
2051_Subaru, 36523.25171010965277673676609992980957031250
2052_Subaru, 36491.91267589023482287302613258361816406250
2053_Subaru, 36431.27979218190012034028768539428710937500
2054_Subaru, 36442.13423294472158886492252349853515625000
2055_Subaru, 36504.13516655242710839956998825073242187500
2023_Tesla, 60079.65600171485857572406530380249023437500
2024_Tesla, 59460.82337947707856073975563049316406250000
2025_Tesla, 59022.00812788498296868056058883666992187500
2026_Tesla, 56298.54417086793546332046389579772949218750
2027_Tesla, 55340.68197313737618969753384590148925781250
2028_Tesla, 54014.59017936229065526276826858520507812500
2029_Tesla, 53254.40921862317190971225500106811523437500
2030_Tesla, 52548.21689380066527519375085830688476562500
2031_Tesla, 51896.96804404714202973991632461547851562500
2032_Tesla, 51280.38974584808602230623364448547363281250
2033_Tesla, 50722.11737640189676312729716300964355468750
2034_Tesla, 50191.11890674039022997021675109863281250000
2035_Tesla, 49679.50737024150294018909335136413574218750
2036_Tesla, 49435.60440685189678333699703216552734375000
2037_Tesla, 49213.07895708507567178457975387573242187500
2038_Tesla, 48998.54720204199111321941018104553222656250
2039_Tesla, 48782.53910179366357624530792236328125000000
2040_Tesla, 48582.54382230401097331196069717407226562500
2041_Tesla, 48380.26326944850006839260458946228027343750
2042_Tesla, 48180.52352426770085003226995468139648437500
2043_Tesla, 47989.38170245605579111725091934204101562500
2044_Tesla, 47793.55054101612040540203452110290527343750
2045_Tesla, 47605.80131820063252234831452369689941406250
2046_Tesla, 47389.90540466274978825822472572326660156250
2047_Tesla, 47208.42910448543261736631393432617187500000
2048_Tesla, 47017.22089918576239142566919326782226562500
2049_Tesla, 46830.11949416695279069244861602783203125000
2050_Tesla, 46642.95259456055646296590566635131835937500
2051_Tesla, 46459.15970371670118765905499458312988281250
2052_Tesla, 46278.63119841869047377258539199829101562500
2053_Tesla, 46101.26538637190242297947406768798828125000
2054_Tesla, 45926.96764125191839411854743957519531250000
2055_Tesla, 45755.64953143956518033519387245178222656250
2023_Toyota, 60155.41065266515943221747875213623046875000
2024_Toyota, 56725.65139271899533923715353012084960937500
2025_Toyota, 56597.29528751940961228683590888977050781250
2026_Toyota, 41370.32301107414969010278582572937011718750
2027_Toyota, 42161.29869833298289449885487556457519531250
2028_Toyota, 41659.28540276845888001844286918640136718750
2029_Toyota, 42080.87084731313370866701006889343261718750
2030_Toyota, 41793.95986278586497064679861068725585937500
2031_Toyota, 41560.69084106853551929816603660583496093750
2032_Toyota, 41705.57316893843380967155098915100097656250
2033_Toyota, 41627.47666601232049288228154182434082031250
2034_Toyota, 41541.15189104843011591583490371704101562500
2035_Toyota, 41566.16626812987669836729764938354492187500
2036_Toyota, 41545.53248472109407885000109672546386718750
2037_Toyota, 41469.10411129373824223875999450683593750000
2038_Toyota, 41673.31410743852029554545879364013671875000
2039_Toyota, 41652.70936260926100658252835273742675781250
2040_Toyota, 41546.68718210027873283252120018005371093750
2041_Toyota, 41548.77376375976746203377842903137207031250
2042_Toyota, 41487.34768541203084168955683708190917968750
2043_Toyota, 41448.32992646479397080838680267333984375000
2044_Toyota, 41543.37526757561136037111282348632812500000
2045_Toyota, 41714.77225017558521358296275138854980468750
2046_Toyota, 41760.93017408228479325771331787109375000000
2047_Toyota, 41475.76651901932200416922569274902343750000
2048_Toyota, 41441.78633657912723720073699951171875000000
2049_Toyota, 41551.44850041095196502283215522766113281250
2050_Toyota, 41604.48565184683684492483735084533691406250
2051_Toyota, 41400.56615925460209837183356285095214843750
2052_Toyota, 41488.64892137167771579697728157043457031250
2053_Toyota, 41315.68894681735400808975100517272949218750
2054_Toyota, 41401.22979412889253580942749977111816406250
2055_Toyota, 41276.82161719017312861979007720947265625000
2023_VW, 83977.01888174931809771806001663208007812500
2024_VW, 79390.67686990500078536570072174072265625000
2025_VW, 79868.50367612820991780608892440795898437500
2026_VW, 57205.97698386860429309308528900146484375000
2027_VW, 57872.52031058162538101896643638610839843750
2028_VW, 57074.26290431759844068437814712524414062500
2029_VW, 57386.12898260324436705559492111206054687500
2030_VW, 57360.70254866802861215546727180480957031250
2031_VW, 57205.47925866675359429791569709777832031250
2032_VW, 57462.84850057128642220050096511840820312500
2033_VW, 57395.04980618725676322355866432189941406250
2034_VW, 57230.85271333955461159348487854003906250000
2035_VW, 57335.00970745566155528649687767028808593750
2036_VW, 57280.00721464142407057806849479675292968750
2037_VW, 57134.21144427831313805654644966125488281250
2038_VW, 57197.22291768268041778355836868286132812500
2039_VW, 57098.05101320814719656482338905334472656250
2040_VW, 57162.09590377843414898961782455444335937500
2041_VW, 57091.51581444535258924588561058044433593750
2042_VW, 57018.73261284126056125387549400329589843750
2043_VW, 56973.40899366299709072336554527282714843750
2044_VW, 56472.43038352499570464715361595153808593750
2045_VW, 56787.00723987934179604053497314453125000000
2046_VW, 56884.79449163689423585310578346252441406250
2047_VW, 56739.74761520577885676175355911254882812500
2048_VW, 56867.32790353211021283641457557678222656250
2049_VW, 56655.79139737974037416279315948486328125000
2050_VW, 56628.32120014783140504732728004455566406250
2051_VW, 56680.70406335601001046597957611083984375000
2052_VW, 56660.91090321816591313108801841735839843750
2053_VW, 56638.86462280186970019713044166564941406250
2054_VW, 56736.65058805100125027820467948913574218750
2055_VW, 56514.01552279142197221517562866210937500000
2023_Volvo, 64170.86327259176323423162102699279785156250
2024_Volvo, 63902.64538951571739744395017623901367187500
2025_Volvo, 63649.08536684727005194872617721557617187500
2026_Volvo, 62850.25996860846498748287558555603027343750
2027_Volvo, 62645.47059079792234115302562713623046875000
2028_Volvo, 62758.98597374845849117264151573181152343750
2029_Volvo, 62625.54163657226308714598417282104492187500
2030_Volvo, 62368.26611553821567213162779808044433593750
2031_Volvo, 62192.21538314130157232284545898437500000000
2032_Volvo, 61801.94454931870131986215710639953613281250
2033_Volvo, 61319.86023580264736665412783622741699218750
2034_Volvo, 61316.67264447655179537832736968994140625000
2035_Volvo, 60942.15155671889806399121880531311035156250
2036_Volvo, 61118.69883503761229803785681724548339843750
2037_Volvo, 60968.56288921347731957212090492248535156250
2038_Volvo, 60941.27643750958668533712625503540039062500
2039_Volvo, 60777.69765960545919369906187057495117187500
2040_Volvo, 60753.33625807279895525425672531127929687500
2041_Volvo, 60723.86534423215198330581188201904296875000
2042_Volvo, 60642.66383485661935992538928985595703125000
2043_Volvo, 60462.63227997573994798585772514343261718750
2044_Volvo, 60427.40419053781806724146008491516113281250
2045_Volvo, 60317.57858450279309181496500968933105468750
2046_Volvo, 60187.58860258898494066670536994934082031250
2047_Volvo, 60045.43048411062773084267973899841308593750
2048_Volvo, 59947.45277684064785717055201530456542968750
2049_Volvo, 59793.56254913700831821188330650329589843750
2050_Volvo, 59719.04425428780086804181337356567382812500
2051_Volvo, 59594.21185642753698630258440971374511718750
2052_Volvo, 59482.34955005471420008689165115356445312500
2053_Volvo, 59357.42419375546160154044628143310546875000
2054_Volvo, 59210.13553576048434479162096977233886718750
2055_Volvo, 59099.38840889457787852734327316284179687500
